ArtikelNr,Size,Quantity
PPXH10031C,42,1
PPXH10031C,43,0
PPXH10031C,44,0
PPXH10031C,45,0
PPXH10031D,37,0
PPXH10031D,38,0
PPXH10031D,39,1
PPXH10031D,40,4
PPXH10031D,41,1
PPXH10031D,42,0
PPXH10031D,43,0
PPXH10031D,44,1
PPXH10031D,45,0
PPXH10031E,37,2
PPXH10031E,38,10
PPXH10031E,39,3
PPXH10031E,40,12
PPXH10031E,41,11
PPXH10031E,42,2
PPXH10031E,43,11
PPXH10031E,44,9
PPXH10031E,45,6
PPXH10032A,37,0
PPXH10032A,38,0
PPXH10032A,39,0
PPXH10032A,40,0
PPXH10032A,41,0
PPXH10032A,42,0
PPXH10032A,43,0
PPXH10032A,44,0
PPXH10032A,45,0
PPXH10032B,37,0
PPXH10032B,38,0
PPXH10032B,39,5
PPXH10032B,40,20
PPXH10032B,41,0
PPXH10032B,42,7
PPXH10032B,43,0
PPXH10032B,44,0
PPXH10032B,45,0
PPXH10032C,37,2
PPXH10032C,38,1
PPXH10032C,39,12
PPXH10032C,40,0
PPXH10032C,41,0
PPXH10032C,42,0
PPXH10032C,43,0
PPXH10032C,44,0
PPXH10032C,45,0
PPXH10032D,37,1
PPXH10032D,38,1
PPXH10032D,39,6
PPXH10032D,40,2
PPXH10032D,41,7
PPXH10032D,42,5
PPXH10032D,43,1
PPXH10032D,44,0
PPXH10032D,45,0
PPXH10032E,37,0
PPXH10032E,38,2
PPXH10032E,39,3
PPXH10032E,40,13
PPXH10032E,41,2
PPXH10032E,42,2
PPXH10032E,43,5
PPXH10032E,44,1
PPXH10032E,45,1
PPXH10032H,37,1
PPXH10032H,38,0
PPXH10032H,39,2
PPXH10032H,40,19
PPXH10032H,41,7
PPXH10032H,42,2
PPXH10032H,43,0
PPXH10032H,44,0
PPXH10032H,45,0
PPXH10032L,37,2
PPXH10032L,38,2
PPXH10032L,39,2
PPXH10032L,40,4
PPXH10032L,41,4
PPXH10032L,42,4
PPXH10032L,43,1
PPXH10032L,44,3
PPXH10032L,45,1
PPXH10032M,37,1
PPXH10032M,38,0
PPXH10032M,39,10
PPXH10032M,40,1
PPXH10032M,41,1
PPXH10032M,42,0
PPXH10032M,43,0
PPXH10032M,44,0
PPXH10032M,45,0
PPXH10032N,37,1
PPXH10032N,38,2
PPXH10032N,39,20
PPXH10032N,40,20
PPXH10032N,41,20
PPXH10032N,42,7
PPXH10032N,43,2
PPXH10032N,44,1
PPXH10032N,45,0
PPXH10032O,37,1
PPXH10032O,38,17
PPXH10032O,39,20
PPXH10032O,40,20
PPXH10032O,41,20
PPXH10032O,42,11
PPXH10032O,43,1
PPXH10032O,44,3
PPXH10032O,45,0
PPXH10033B,37,1
PPXH10033B,38,0
PPXH10033B,39,0
PPXH10033B,40,0
PPXH10033B,41,0
PPXH10033B,42,1
PPXH10033B,43,0
PPXH10033B,44,1
PPXH10033B,45,0
PPXH10033D,37,0
PPXH10033D,38,2
PPXH10033D,39,1
PPXH10033D,40,0
PPXH10033D,41,2
PPXH10033D,42,0
PPXH10033D,43,0
PPXH10033D,44,0
PPXH10033D,45,0
PPXH10033F,37,1
PPXH10033F,38,1
PPXH10033F,39,1
PPXH10033F,40,0
PPXH10033F,41,9
PPXH10033F,42,0
PPXH10033F,43,2
PPXH10033F,44,2
PPXH10033F,45,2
PPXH10033G,37,0
PPXH10033G,38,0
PPXH10033G,39,0
PPXH10033G,40,0
PPXH10033G,41,1
PPXH10033G,42,0
PPXH10033G,43,1
PPXH10033G,44,0
PPXH10033G,45,1
PPXH10034A,37,1
PPXH10034A,38,1
PPXH10034A,39,0
PPXH10034A,40,0
PPXH10034A,41,0
PPXH10034A,42,0
PPXH10034A,43,0
PPXH10034A,44,0
PPXH10034A,45,0
PPXH10034B,37,7
PPXH10034B,38,6
PPXH10034B,39,13
PPXH10034B,40,14
PPXH10034B,41,20
PPXH10034B,42,19
PPXH10034B,43,7
PPXH10034B,44,2
PPXH10034B,45,0
PPXH10034C,37,0
PPXH10034C,38,16
PPXH10034C,39,20
PPXH10034C,40,20
PPXH10034C,41,18
PPXH10034C,42,7
PPXH10034C,43,2
PPXH10034C,44,8
PPXH10034C,45,0
PPXH10034D,37,2
PPXH10034D,38,0
PPXH10034D,39,9
PPXH10034D,40,11
PPXH10034D,41,10
PPXH10034D,42,1
PPXH10034D,43,13
PPXH10034D,44,3
PPXH10034D,45,2
PPXH10035A,01,0
PPXH10035A,12,0
PPXH10035A,37,1
PPXH10035A,38,1
PPXH10035A,39,0
PPXH10035A,40,0
PPXH10035A,41,0
PPXH10035A,42,0
PPXH10035A,43,0
PPXH10035A,44,0
PPXH10035A,45,0
PPXH10035A,M,0
PPXH10035B,01,0
PPXH10035B,12,0
PPXH10035B,37,6
PPXH10035B,38,0
PPXH10035B,39,0
PPXH10035B,40,0
PPXH10035B,41,0
PPXH10035B,42,0
PPXH10035B,43,0
PPXH10035B,44,0
PPXH10035B,45,1
PPXH10035B,M,0
PPXH10035C,01,0
PPXH10035C,12,0
PPXH10035C,37,3
PPXH10035C,38,1
PPXH10035C,39,7
PPXH10035C,40,1
PPXH10035C,41,1
PPXH10035C,42,1
PPXH10035C,43,1
PPXH10035C,44,1
PPXH10035C,45,5
PPXH10035C,M,0
PPXH10036A,L,20
PPXH10036A,M,20
PPXH10036A,S,13
PPXH10036A,XL,14
PPXH10036A,XXL,0
PPXH10036B,L,20
PPXH10036B,M,20
PPXH10036B,S,1
PPXH10036B,XL,12
PPXH10036B,XXL,0
PPXH10036E,L,20
PPXH10036E,M,20
PPXH10036E,S,19
PPXH10036E,XL,18
PPXH10036E,XXL,1
PPXH10037A,37,0
PPXH10037A,38,0
PPXH10037A,39,0
PPXH10037A,40,0
PPXH10037A,41,0
PPXH10037A,42,1
PPXH10037A,43,0
PPXH10037A,44,1
PPXH10037A,45,0
PPXH10037B,37,1
PPXH10037B,38,1
PPXH10037B,39,1
PPXH10037B,40,0
PPXH10037B,41,0
PPXH10037B,42,1
PPXH10037B,43,1
PPXH10037B,44,1
PPXH10037B,45,0
PPXH10037D,37,1
PPXH10037D,38,0
PPXH10037D,39,0
PPXH10037D,40,0
PPXH10037D,41,2
PPXH10037D,42,10
PPXH10037D,43,8
PPXH10037D,44,4
PPXH10037D,45,1
PPXH10037E,37,0
PPXH10037E,38,0
PPXH10037E,39,0
PPXH10037E,40,0
PPXH10037E,41,0
PPXH10037E,42,0
PPXH10037E,43,0
PPXH10037E,44,0
PPXH10037E,45,0
PPXH10038A,37,1
PPXH10038A,38,0
PPXH10038A,39,1
PPXH10038A,40,0
PPXH10038A,41,0
PPXH10038A,42,0
PPXH10038A,43,0
PPXH10038A,44,0
PPXH10038A,45,0
PPXH10038B,37,1
PPXH10038B,38,1
PPXH10038B,39,1
PPXH10038B,40,1
PPXH10038B,41,0
PPXH10038B,42,0
PPXH10038B,43,0
PPXH10038B,44,4
PPXH10038B,45,1
PPXH10039A,37,0
PPXH10039A,38,1
PPXH10039A,39,0
PPXH10039A,40,0
PPXH10039A,41,1
PPXH10039A,42,0
PPXH10039A,43,1
PPXH10039A,44,0
PPXH10039A,45,1
PPXH10039B,37,1
PPXH10039B,38,3
PPXH10039B,39,0
PPXH10039B,40,0
PPXH10039B,41,1
PPXH10039B,42,1
PPXH10039B,43,3
PPXH10039B,44,0
PPXH10039B,45,0
PPXH10040A,37,1
PPXH10040A,38,0
PPXH10040A,39,0
PPXH10040A,40,0
PPXH10040A,41,0
PPXH10040A,42,1
PPXH10040A,43,5
PPXH10040A,44,3
PPXH10040A,45,1
PPXH10041B,37,0
PPXH10041B,38,10
PPXH10041B,39,20
PPXH10041B,40,11
PPXH10041B,41,19
PPXH10041B,42,15
PPXH10041B,43,19
PPXH10041B,44,1
PPXH10041B,45,0
PPXH10041C,37,0
PPXH10041C,38,1
PPXH10041C,39,2
PPXH10041C,40,0
PPXH10041C,41,1
PPXH10041C,42,1
PPXH10041C,43,0
PPXH10041C,44,1
PPXH10041C,45,0
PPXH10041D,37,0
PPXH10041D,38,1
PPXH10041D,39,0
PPXH10041D,40,0
PPXH10041D,41,2
PPXH10041D,42,3
PPXH10041D,43,0
PPXH10041D,44,0
PPXH10041D,45,0
PPXH10042A,37,0
PPXH10042A,38,1
PPXH10042A,39,2
PPXH10042A,40,2
PPXH10042A,41,3
PPXH10042A,42,3
PPXH10042A,43,2
PPXH10042A,44,2
PPXH10042A,45,0
PPXH10042B,37,1
PPXH10042B,38,1
PPXH10042B,39,1
PPXH10042B,40,1
PPXH10042B,41,2
PPXH10042B,42,2
PPXH10042B,43,1
PPXH10042B,44,1
PPXH10042B,45,2
PPXH10044A,37,1
PPXH10044A,38,1
PPXH10044A,39,0
PPXH10044A,40,1
PPXH10044A,41,0
PPXH10044A,42,0
PPXH10044A,43,1
PPXH10044A,44,0
PPXH10044A,45,0
PPXH10049A,37,0
PPXH10049A,38,0
PPXH10049A,39,0
PPXH10049A,40,0
PPXH10049A,41,0
PPXH10049A,42,0
PPXH10049A,43,0
PPXH10049A,44,0
PPXH10049A,45,0
PPXH10052A,L,0
PPXH10052A,M,0
PPXH10052A,S,0
PPXH10052A,XL,0
PPXH10052A,XXL,0
PPXH10055A,37,2
PPXH10055A,38,1
PPXH10055A,39,3
PPXH10055A,40,1
PPXH10055A,41,6
PPXH10055A,42,2
PPXH10055A,43,3
PPXH10055A,44,5
PPXH10055A,45,2
PPXH10055B,37,0
PPXH10055B,38,4
PPXH10055B,39,14
PPXH10055B,40,10
PPXH10055B,41,18
PPXH10055B,42,18
PPXH10055B,43,10
PPXH10055B,44,7
PPXH10055B,45,1
PPXH10055D,37,1
PPXH10055D,38,1
PPXH10055D,39,1
PPXH10055D,40,0
PPXH10055D,41,0
PPXH10055D,42,0
PPXH10055D,43,0
PPXH10055D,44,1
PPXH10055D,45,1
PPXH10058A,L,20
PPXH10058A,M,20
PPXH10058A,S,11
PPXH10058A,XL,19
PPXH10058A,XXL,3
PPXH10058B,L,20
PPXH10058B,M,20
PPXH10058B,S,7
PPXH10058B,XL,6
PPXH10058B,XXL,0
PPXH10059A,L,20
PPXH10059A,M,20
PPXH10059A,S,11
PPXH10059A,XL,17
PPXH10059A,XXL,1
PPXH10064B,39,0
PPXH10064B,40,0
PPXH10064B,41,4
PPXH10064B,42,6
PPXH10064B,43,1
PPXH10064B,44,8
PPXH10064B,45,2
PPXH10064B,46,0
PPXH10064B,47,0
PPXH10065A,39,0
PPXH10065A,40,0
PPXH10065A,41,0
PPXH10065A,42,0
PPXH10065A,43,0
PPXH10065A,44,3
PPXH10065A,45,2
PPXH10065A,46,0
PPXH10065A,47,0
PPXH10066A,39,0
PPXH10066A,40,0
PPXH10066A,41,0
PPXH10066A,42,0
PPXH10066A,43,0
PPXH10066A,44,0
PPXH10066A,45,0
PPXH10066A,46,0
PPXH10066A,47,0
PPXH10066B,39,0
PPXH10066B,40,0
PPXH10066B,41,0
PPXH10066B,42,1
PPXH10066B,43,10
PPXH10066B,44,5
PPXH10066B,45,2
PPXH10066B,46,1
PPXH10066B,47,0
PPXH10066C,39,0
PPXH10066C,40,0
PPXH10066C,41,0
PPXH10066C,42,0
PPXH10066C,43,0
PPXH10066C,44,8
PPXH10066C,45,0
PPXH10066C,46,0
PPXH10066C,47,0
PPXH10066D,39,0
PPXH10066D,40,0
PPXH10066D,41,0
PPXH10066D,42,5
PPXH10066D,43,6
PPXH10066D,44,9
PPXH10066D,45,10
PPXH10066D,46,1
PPXH10066D,47,6
PPXH10067A,39,0
PPXH10067A,40,0
PPXH10067A,41,0
PPXH10067A,42,0
PPXH10067A,43,0
PPXH10067A,44,1
PPXH10067A,45,9
PPXH10067A,46,1
PPXH10067A,47,4
PPXH10070A,37,0
PPXH10070A,38,16
PPXH10070A,39,20
PPXH10070A,40,0
PPXH10070A,41,0
PPXH10070A,42,0
PPXH10070A,43,2
PPXH10070A,44,0
PPXH10070A,45,0
PPXH10072B,15,0
PPXH10072B,37,0
PPXH10072B,38,2
PPXH10072B,39,0
PPXH10072B,40,2
PPXH10072B,41,0
PPXH10072B,42,0
PPXH10072B,43,0
PPXH10072B,44,0
PPXH10072B,45,0
PPXH10074A,39,0
PPXH10074A,40,0
PPXH10074A,41,1
PPXH10074A,42,0
PPXH10074A,43,0
PPXH10074A,44,0
PPXH10074A,45,0
PPXH10074A,46,1
PPXH10074A,47,0
PPXH10075A,L,7
PPXH10075A,M,20
PPXH10075A,S,0
PPXH10075A,XL,7
PPXH10075A,XXL,0
PPXH30001A,37,2
PPXH30001A,38,7
PPXH30001A,39,10
PPXH30001A,40,5
PPXH30001A,41,6
PPXH30001A,42,2
PPXH30001A,43,6
PPXH30001A,44,5
PPXH30001A,45,3
PPXH30002A,37,0
PPXH30002A,38,2
PPXH30002A,39,3
PPXH30002A,40,3
PPXH30002A,41,3
PPXH30002A,42,2
PPXH30002A,43,2
PPXH30002A,44,0
PPXH30002A,45,0
PPXH30005A,37,0
PPXH30005A,38,0
PPXH30005A,39,1
PPXH30005A,40,1
PPXH30005A,41,1
PPXH30005A,42,1
PPXH30005A,43,1
PPXH30005A,44,0
PPXH30005A,45,0
PPXH30005B,37,0
PPXH30005B,38,6
PPXH30005B,39,9
PPXH30005B,40,12
PPXH30005B,41,12
PPXH30005B,42,11
PPXH30005B,43,6
PPXH30005B,44,3
PPXH30005B,45,0
PPXH30005C,37,0
PPXH30005C,38,4
PPXH30005C,39,1
PPXH30005C,40,4
PPXH30005C,41,3
PPXH30005C,42,5
PPXH30005C,43,3
PPXH30005C,44,1
PPXH30005C,45,3
PPXH30006A,37,1
PPXH30006A,38,9
PPXH30006A,39,12
PPXH30006A,40,11
PPXH30006A,41,15
PPXH30006A,42,13
PPXH30006A,43,9
PPXH30006A,44,9
PPXH30006A,45,2
PPXH30006B,37,0
PPXH30006B,38,2
PPXH30006B,39,3
PPXH30006B,40,2
PPXH30006B,41,3
PPXH30006B,42,3
PPXH30006B,43,3
PPXH30006B,44,1
PPXH30006B,45,1
PPXH30006C,37,0
PPXH30006C,38,3
PPXH30006C,39,6
PPXH30006C,40,5
PPXH30006C,41,8
PPXH30006C,42,5
PPXH30006C,43,3
PPXH30006C,44,2
PPXH30006C,45,0
PPXH30007A,37,1
PPXH30007A,38,1
PPXH30007A,39,1
PPXH30007A,40,4
PPXH30007A,41,0
PPXH30007A,42,3
PPXH30007A,43,2
PPXH30007A,44,0
PPXH30007A,45,0
PPXH30007B,37,0
PPXH30007B,38,2
PPXH30007B,39,3
PPXH30007B,40,4
PPXH30007B,41,2
PPXH30007B,42,2
PPXH30007B,43,3
PPXH30007B,44,1
PPXH30007B,45,0
PPXH30007C,37,0
PPXH30007C,38,2
PPXH30007C,39,1
PPXH30007C,40,3
PPXH30007C,41,4
PPXH30007C,42,4
PPXH30007C,43,2
PPXH30007C,44,1
PPXH30007C,45,1
PPXH30007D,37,0
PPXH30007D,38,0
PPXH30007D,39,1
PPXH30007D,40,2
PPXH30007D,41,2
PPXH30007D,42,1
PPXH30007D,43,0
PPXH30007D,44,0
PPXH30007D,45,0
PPXH30007E,37,0
PPXH30007E,38,1
PPXH30007E,39,3
PPXH30007E,40,3
PPXH30007E,41,3
PPXH30007E,42,3
PPXH30007E,43,2
PPXH30007E,44,1
PPXH30007E,45,0
PPXH30008A,37,0
PPXH30008A,38,0
PPXH30008A,39,2
PPXH30008A,40,2
PPXH30008A,41,2
PPXH30008A,42,2
PPXH30008A,43,1
PPXH30008A,44,1
PPXH30008A,45,0
PPXH30009B,37,0
PPXH30009B,38,2
PPXH30009B,39,5
PPXH30009B,40,7
PPXH30009B,41,5
PPXH30009B,42,8
PPXH30009B,43,3
PPXH30009B,44,4
PPXH30009B,45,0
PPXH30009C,37,1
PPXH30009C,38,5
PPXH30009C,39,0
PPXH30009C,40,11
PPXH30009C,41,11
PPXH30009C,42,12
PPXH30009C,43,9
PPXH30009C,44,7
PPXH30009C,45,2
PPXH30009D,37,0
PPXH30009D,38,3
PPXH30009D,39,10
PPXH30009D,40,16
PPXH30009D,41,16
PPXH30009D,42,17
PPXH30009D,43,11
PPXH30009D,44,3
PPXH30009D,45,2
PPXH30009E,37,0
PPXH30009E,38,1
PPXH30009E,39,2
PPXH30009E,40,2
PPXH30009E,41,1
PPXH30009E,42,2
PPXH30009E,43,2
PPXH30009E,44,1
PPXH30009E,45,0
PPXH30009F,37,6
PPXH30009F,38,20
PPXH30009F,39,20
PPXH30009F,40,20
PPXH30009F,41,20
PPXH30009F,42,20
PPXH30009F,43,20
PPXH30009F,44,20
PPXH30009F,45,11
PPXH30009G,37,0
PPXH30009G,38,5
PPXH30009G,39,11
PPXH30009G,40,14
PPXH30009G,41,14
PPXH30009G,42,16
PPXH30009G,43,10
PPXH30009G,44,10
PPXH30009G,45,3
PPXH30009H,37,1
PPXH30009H,38,2
PPXH30009H,39,4
PPXH30009H,40,2
PPXH30009H,41,3
PPXH30009H,42,4
PPXH30009H,43,3
PPXH30009H,44,3
PPXH30009H,45,2
PPXH30009I,37,1
PPXH30009I,38,3
PPXH30009I,39,11
PPXH30009I,40,17
PPXH30009I,41,18
PPXH30009I,42,18
PPXH30009I,43,12
PPXH30009I,44,2
PPXH30009I,45,1
PPXH30010A,37,2
PPXH30010A,38,12
PPXH30010A,39,20
PPXH30010A,40,20
PPXH30010A,41,20
PPXH30010A,42,20
PPXH30010A,43,16
PPXH30010A,44,11
PPXH30010A,45,3
PPXH30011A,37,4
PPXH30011A,38,15
PPXH30011A,39,20
PPXH30011A,40,20
PPXH30011A,41,20
PPXH30011A,42,20
PPXH30011A,43,20
PPXH30011A,44,12
PPXH30011A,45,3
PPXH30012C,37,9
PPXH30012C,38,20
PPXH30012C,39,20
PPXH30012C,40,20
PPXH30012C,41,20
PPXH30012C,42,20
PPXH30012C,43,20
PPXH30012C,44,14
PPXH30012C,45,2
PPXH30013A,37,4
PPXH30013A,38,10
PPXH30013A,39,16
PPXH30013A,40,20
PPXH30013A,41,20
PPXH30013A,42,18
PPXH30013A,43,12
PPXH30013A,44,7
PPXH30013A,45,2
PPXH30014A,37,4
PPXH30014A,38,7
PPXH30014A,39,12
PPXH30014A,40,6
PPXH30014A,41,12
PPXH30014A,42,13
PPXH30014A,43,11
PPXH30014A,44,9
PPXH30014A,45,5
PPXH30014B,37,0
PPXH30014B,38,2
PPXH30014B,39,3
PPXH30014B,40,2
PPXH30014B,41,3
PPXH30014B,42,3
PPXH30014B,43,2
PPXH30014B,44,1
PPXH30014B,45,0
PPXH30014C,37,0
PPXH30014C,38,1
PPXH30014C,39,2
PPXH30014C,40,2
PPXH30014C,41,3
PPXH30014C,42,3
PPXH30014C,43,1
PPXH30014C,44,1
PPXH30014C,45,0
PPXH30016B,37,0
PPXH30016B,38,3
PPXH30016B,39,7
PPXH30016B,40,6
PPXH30016B,41,7
PPXH30016B,42,7
PPXH30016B,43,7
PPXH30016B,44,3
PPXH30016B,45,1
PPXH30016C,37,0
PPXH30016C,38,0
PPXH30016C,39,14
PPXH30016C,40,2
PPXH30016C,41,2
PPXH30016C,42,1
PPXH30016C,43,1
PPXH30016C,44,0
PPXH30016C,45,0
PPXH30016D,37,0
PPXH30016D,38,0
PPXH30016D,39,0
PPXH30016D,40,0
PPXH30016D,41,0
PPXH30016D,42,0
PPXH30016D,43,0
PPXH30016D,44,0
PPXH30016D,45,0
PPXH30017A,37,0
PPXH30017A,38,0
PPXH30017A,39,1
PPXH30017A,40,3
PPXH30017A,41,2
PPXH30017A,42,0
PPXH30017A,43,0
PPXH30017A,44,0
PPXH30017A,45,0
PPXH30017C,37,0
PPXH30017C,38,0
PPXH30017C,39,0
PPXH30017C,40,0
PPXH30017C,41,0
PPXH30017C,42,0
PPXH30017C,43,0
PPXH30017C,44,0
PPXH30017C,45,0
PPXH30018A,37,0
PPXH30018A,38,0
PPXH30018A,39,0
PPXH30018A,40,0
PPXH30018A,41,1
PPXH30018A,42,1
PPXH30018A,43,0
PPXH30018A,44,0
PPXH30018A,45,1
PPXH30020A,37,3
PPXH30020A,38,11
PPXH30020A,39,16
PPXH30020A,40,12
PPXH30020A,41,19
PPXH30020A,42,20
PPXH30020A,43,20
PPXH30020A,44,13
PPXH30020A,45,5
PPXH30020B,37,10
PPXH30020B,38,20
PPXH30020B,39,20
PPXH30020B,40,20
PPXH30020B,41,20
PPXH30020B,42,20
PPXH30020B,43,20
PPXH30020B,44,20
PPXH30020B,45,13
PPXH30020C,37,2
PPXH30020C,38,8
PPXH30020C,39,12
PPXH30020C,40,11
PPXH30020C,41,13
PPXH30020C,42,13
PPXH30020C,43,5
PPXH30020C,44,2
PPXH30020C,45,1
PPXH30020E,37,0
PPXH30020E,38,1
PPXH30020E,39,0
PPXH30020E,40,0
PPXH30020E,41,0
PPXH30020E,42,0
PPXH30020E,43,0
PPXH30020E,44,1
PPXH30020E,45,0
PPXH30020F,37,6
PPXH30020F,38,10
PPXH30020F,39,18
PPXH30020F,40,17
PPXH30020F,41,20
PPXH30020F,42,20
PPXH30020F,43,16
PPXH30020F,44,14
PPXH30020F,45,5
PPXH30020G,37,0
PPXH30020G,38,0
PPXH30020G,39,0
PPXH30020G,40,0
PPXH30020G,41,0
PPXH30020G,42,0
PPXH30020G,43,0
PPXH30020G,44,0
PPXH30020G,45,0
PPXH30020H,37,4
PPXH30020H,38,11
PPXH30020H,39,18
PPXH30020H,40,16
PPXH30020H,41,19
PPXH30020H,42,16
PPXH30020H,43,15
PPXH30020H,44,9
PPXH30020H,45,5
PPXH30021C,37,6
PPXH30021C,38,20
PPXH30021C,39,20
PPXH30021C,40,20
PPXH30021C,41,20
PPXH30021C,42,20
PPXH30021C,43,20
PPXH30021C,44,17
PPXH30021C,45,13
PPXH30021D,37,2
PPXH30021D,38,0
PPXH30021D,39,0
PPXH30021D,40,0
PPXH30021D,41,0
PPXH30021D,42,0
PPXH30021D,43,0
PPXH30021D,44,0
PPXH30021D,45,0
PPXH30021F,37,10
PPXH30021F,38,20
PPXH30021F,39,20
PPXH30021F,40,20
PPXH30021F,41,20
PPXH30021F,42,20
PPXH30021F,43,20
PPXH30021F,44,20
PPXH30021F,45,20
PPXH30021G,37,4
PPXH30021G,38,18
PPXH30021G,39,20
PPXH30021G,40,20
PPXH30021G,41,20
PPXH30021G,42,20
PPXH30021G,43,20
PPXH30021G,44,15
PPXH30021G,45,4
PPXH30021H,37,0
PPXH30021H,38,0
PPXH30021H,39,0
PPXH30021H,40,0
PPXH30021H,41,0
PPXH30021H,42,0
PPXH30021H,43,0
PPXH30021H,44,0
PPXH30021H,45,0
PPXH30021J,37,0
PPXH30021J,38,2
PPXH30021J,39,6
PPXH30021J,40,6
PPXH30021J,41,7
PPXH30021J,42,8
PPXH30021J,43,6
PPXH30021J,44,2
PPXH30021J,45,0
PPXH30021K,37,3
PPXH30021K,38,16
PPXH30021K,39,20
PPXH30021K,40,20
PPXH30021K,41,20
PPXH30021K,42,20
PPXH30021K,43,18
PPXH30021K,44,12
PPXH30021K,45,8
PPXH30022A,37,6
PPXH30022A,38,20
PPXH30022A,39,20
PPXH30022A,40,20
PPXH30022A,41,20
PPXH30022A,42,20
PPXH30022A,43,20
PPXH30022A,44,20
PPXH30022A,45,7
PPXH30022B,37,1
PPXH30022B,38,11
PPXH30022B,39,14
PPXH30022B,40,12
PPXH30022B,41,16
PPXH30022B,42,11
PPXH30022B,43,7
PPXH30022B,44,10
PPXH30022B,45,4
PPXH30022C,37,0
PPXH30022C,38,0
PPXH30022C,39,0
PPXH30022C,40,0
PPXH30022C,41,0
PPXH30022C,42,0
PPXH30022C,43,0
PPXH30022C,44,0
PPXH30022C,45,2
PPXH30022D,37,1
PPXH30022D,38,1
PPXH30022D,39,1
PPXH30022D,40,4
PPXH30022D,41,4
PPXH30022D,42,4
PPXH30022D,43,3
PPXH30022D,44,1
PPXH30022D,45,0
PPXH30022E,37,0
PPXH30022E,38,2
PPXH30022E,39,3
PPXH30022E,40,2
PPXH30022E,41,4
PPXH30022E,42,3
PPXH30022E,43,4
PPXH30022E,44,3
PPXH30022E,45,2
PPXH30022F,37,2
PPXH30022F,38,6
PPXH30022F,39,9
PPXH30022F,40,11
PPXH30022F,41,8
PPXH30022F,42,4
PPXH30022F,43,6
PPXH30022F,44,5
PPXH30022F,45,0
PPXH30023A,37,0
PPXH30023A,38,0
PPXH30023A,39,0
PPXH30023A,40,0
PPXH30023A,41,0
PPXH30023A,42,0
PPXH30023A,43,0
PPXH30023A,44,0
PPXH30023A,45,0
PPXH30023B,37,3
PPXH30023B,38,12
PPXH30023B,39,20
PPXH30023B,40,20
PPXH30023B,41,20
PPXH30023B,42,20
PPXH30023B,43,17
PPXH30023B,44,15
PPXH30023B,45,7
PPXH30024A,37,3
PPXH30024A,38,3
PPXH30024A,39,8
PPXH30024A,40,1
PPXH30024A,41,0
PPXH30024A,42,9
PPXH30024A,43,5
PPXH30024A,44,3
PPXH30024A,45,2
PPXH30024C,37,1
PPXH30024C,38,3
PPXH30024C,39,5
PPXH30024C,40,5
PPXH30024C,41,0
PPXH30024C,42,5
PPXH30024C,43,7
PPXH30024C,44,3
PPXH30024C,45,2
PPXH30024D,37,1
PPXH30024D,38,2
PPXH30024D,39,10
PPXH30024D,40,9
PPXH30024D,41,15
PPXH30024D,42,10
PPXH30024D,43,6
PPXH30024D,44,7
PPXH30024D,45,3
PPXH30024F,37,0
PPXH30024F,38,0
PPXH30024F,39,0
PPXH30024F,40,1
PPXH30024F,41,0
PPXH30024F,42,5
PPXH30024F,43,0
PPXH30024F,44,0
PPXH30024F,45,0
PPXH30024G,37,0
PPXH30024G,38,4
PPXH30024G,39,9
PPXH30024G,40,7
PPXH30024G,41,6
PPXH30024G,42,7
PPXH30024G,43,3
PPXH30024G,44,3
PPXH30024G,45,0
PPXH30027A,37,2
PPXH30027A,38,9
PPXH30027A,39,13
PPXH30027A,40,8
PPXH30027A,41,12
PPXH30027A,42,7
PPXH30027A,43,9
PPXH30027A,44,7
PPXH30027A,45,1
PPXH30027B,37,2
PPXH30027B,38,5
PPXH30027B,39,9
PPXH30027B,40,5
PPXH30027B,41,10
PPXH30027B,42,8
PPXH30027B,43,7
PPXH30027B,44,2
PPXH30027B,45,3
PPXH30030B,37,0
PPXH30030B,38,0
PPXH30030B,39,1
PPXH30030B,40,0
PPXH30030B,41,0
PPXH30030B,42,3
PPXH30030B,43,1
PPXH30030B,44,0
PPXH30030B,45,0
PPXH30030C,37,4
PPXH30030C,38,5
PPXH30030C,39,12
PPXH30030C,40,13
PPXH30030C,41,14
PPXH30030C,42,11
PPXH30030C,43,9
PPXH30030C,44,5
PPXH30030C,45,1
PPXH30032A,L,6
PPXH30032A,M,2
PPXH30032A,S,4
PPXH30032A,XL,2
PPXH30032A,XXL,1
PPXH30032C,L,20
PPXH30032C,M,20
PPXH30032C,S,19
PPXH30032C,XL,20
PPXH30032C,XXL,11
PPXH30032D,37,0
PPXH30032D,38,0
PPXH30032D,39,0
PPXH30032D,40,0
PPXH30032D,41,0
PPXH30032D,42,0
PPXH30032D,43,0
PPXH30032D,44,0
PPXH30032D,45,0
PPXH30032D,L,20
PPXH30032D,M,20
PPXH30032D,S,20
PPXH30032D,XL,20
PPXH30032D,XXL,20
PPXH30032E,L,20
PPXH30032E,M,20
PPXH30032E,S,17
PPXH30032E,XL,20
PPXH30032E,XXL,9
PPXH30032F,L,4
PPXH30032F,M,1
PPXH30032F,S,2
PPXH30032F,XL,4
PPXH30032F,XXL,3
PPXH30032G,L,6
PPXH30032G,M,3
PPXH30032G,S,0
PPXH30032G,XL,3
PPXH30032G,XXL,0
PPXH30032H,L,5
PPXH30032H,M,3
PPXH30032H,S,1
PPXH30032H,XL,1
PPXH30032H,XXL,0
PPXH30037B,37,0
